text,label,color
Set the water bodies light_green,water,light_green
Set the water bodies orange,water,orange
Set the water bodies purple,water,purple
Set the water bodies pink,water,pink
Set the water bodies brown,water,brown
Set the water bodies gray,water,gray
Set the water bodies grey,water,grey
Set the water bodies violet,water,violet
Set the water bodies silver,water,silver
Set the water bodies gold,water,gold
Set the water bodies teal,water,teal
Set the lakes cyan,water,cyan
Set the lakes yellow,water,yellow
Set the lakes magenta,water,magenta
Set the lakes green,water,green
Set the lakes blue,water,blue
Set the lakes white,water,white
Set the lakes,water,None
Set the lakes red,water,red
Set the lakes light_blue,water,light_blue
Set the lakes light_green,water,light_green
Set the lakes orange,water,orange
Set the lakes purple,water,purple
Set the lakes pink,water,pink
Set the lakes brown,water,brown
Set the lakes gray,water,gray
Set the lakes grey,water,grey
Set the lakes violet,water,violet
Set the lakes silver,water,silver
Set the lakes gold,water,gold
Set the lakes teal,water,teal
Set the rivers cyan,water,cyan
Set the rivers yellow,water,yellow
Set the rivers magenta,water,magenta
Set the rivers green,water,green
Set the rivers blue,water,blue
Set the rivers white,water,white
Set the rivers,water,None
Set the rivers red,water,red
Set the rivers light_blue,water,light_blue
Set the rivers light_green,water,light_green
Set the rivers orange,water,orange
Set the rivers purple,water,purple
Set the rivers pink,water,pink
Set the rivers brown,water,brown
Set the rivers gray,water,gray
Set the rivers grey,water,grey
Set the rivers violet,water,violet
Set the rivers silver,water,silver
Set the rivers gold,water,gold
Set the rivers teal,water,teal
Set the water areas cyan,water,cyan
Set the water areas yellow,water,yellow
Set the water areas magenta,water,magenta
Set the water areas green,water,green
Set the water areas blue,water,blue
Set the water areas white,water,white
Set the water areas,water,None
Set the water areas red,water,red
Set the water areas light_blue,water,light_blue
Set the water areas light_green,water,light_green
Set the water areas orange,water,orange
Set the water areas purple,water,purple
Set the water areas pink,water,pink
Set the water areas brown,water,brown
Set the water areas gray,water,gray
Set the water areas grey,water,grey
Set the water areas violet,water,violet
Set the water areas silver,water,silver
Set the water areas gold,water,gold
Set the water areas teal,water,teal
Set the barren cyan,barren,cyan
Set the barren yellow,barren,yellow
Set the barren magenta,barren,magenta
Set the barren green,barren,green
Set the barren blue,barren,blue
Set the barren white,barren,white
Set the barren,barren,None
Set the barren red,barren,red
Set the barren light_blue,barren,light_blue
Set the barren light_green,barren,light_green
Set the barren orange,barren,orange
Set the barren purple,barren,purple
Set the barren pink,barren,pink
Set the barren brown,barren,brown
Set the barren gray,barren,gray
Set the barren grey,barren,grey
Set the barren violet,barren,violet
Set the barren silver,barren,silver
Set the barren gold,barren,gold
Set the barren teal,barren,teal
Set the desert cyan,barren,cyan
Set the desert yellow,barren,yellow
Set the desert magenta,barren,magenta
Set the desert green,barren,green
Set the desert blue,barren,blue
Set the desert white,barren,white
Set the desert,barren,None
Set the desert red,barren,red
Set the desert light_blue,barren,light_blue
Set the desert light_green,barren,light_green
Set the desert orange,barren,orange
Set the desert purple,barren,purple
Set the desert pink,barren,pink
Set the desert brown,barren,brown
Set the desert gray,barren,gray
Set the desert grey,barren,grey
Set the desert violet,barren,violet
Set the desert silver,barren,silver
Set the desert gold,barren,gold
Set the desert teal,barren,teal
Set the arid land cyan,barren,cyan
Set the arid land yellow,barren,yellow
Set the arid land magenta,barren,magenta
Set the arid land green,barren,green
Set the arid land blue,barren,blue
Set the arid land white,barren,white
Set the arid land,barren,None
Set the arid land red,barren,red
Set the arid land light_blue,barren,light_blue
Set the arid land light_green,barren,light_green
Set the arid land orange,barren,orange
Set the arid land purple,barren,purple
Set the arid land pink,barren,pink
Set the arid land brown,barren,brown
Set the arid land gray,barren,gray
Set the arid land grey,barren,grey
Set the arid land violet,barren,violet
Set the arid land silver,barren,silver
Set the arid land gold,barren,gold
Set the arid land teal,barren,teal
Set the barren areas cyan,barren,cyan
Set the barren areas yellow,barren,yellow
Set the barren areas magenta,barren,magenta
Set the barren areas green,barren,green
Set the barren areas blue,barren,blue
Set the barren areas white,barren,white
Set the barren areas,barren,None
Set the barren areas red,barren,red
Set the barren areas light_blue,barren,light_blue
Set the barren areas light_green,barren,light_green
Set the barren areas orange,barren,orange
Set the barren areas purple,barren,purple
Set the barren areas pink,barren,pink
Set the barren areas brown,barren,brown
Set the barren areas gray,barren,gray
Set the barren areas grey,barren,grey
Set the barren areas violet,barren,violet
Set the barren areas silver,barren,silver
Set the barren areas gold,barren,gold
Set the barren areas teal,barren,teal
Set the wasteland cyan,barren,cyan
Set the wasteland yellow,barren,yellow
Set the wasteland magenta,barren,magenta
Set the wasteland green,barren,green
Set the wasteland blue,barren,blue
Set the wasteland white,barren,white
Set the wasteland,barren,None
Set the wasteland red,barren,red
Set the wasteland light_blue,barren,light_blue
Set the wasteland light_green,barren,light_green
Set the wasteland orange,barren,orange
Set the wasteland purple,barren,purple
Set the wasteland pink,barren,pink
Set the wasteland brown,barren,brown
Set the wasteland gray,barren,gray
Set the wasteland grey,barren,grey
Set the wasteland violet,barren,violet
Set the wasteland silver,barren,silver
Set the wasteland gold,barren,gold
Set the wasteland teal,barren,teal
urban be cyan,urban,cyan
urban be yellow,urban,yellow
urban be magenta,urban,magenta
urban be green,urban,green
urban be blue,urban,blue
urban be white,urban,white
urban be,urban,None
urban be red,urban,red
urban be light_blue,urban,light_blue
urban be light_green,urban,light_green
urban be orange,urban,orange
urban be purple,urban,purple
urban be pink,urban,pink
urban be brown,urban,brown
urban be gray,urban,gray
urban be grey,urban,grey
urban be violet,urban,violet
urban be silver,urban,silver
urban be gold,urban,gold
urban be teal,urban,teal
urbans be cyan,urban,cyan
urbans be yellow,urban,yellow
urbans be magenta,urban,magenta
urbans be green,urban,green
urbans be blue,urban,blue
urbans be white,urban,white
urbans be,urban,None
urbans be red,urban,red
urbans be light_blue,urban,light_blue
urbans be light_green,urban,light_green
urbans be orange,urban,orange
urbans be purple,urban,purple
urbans be pink,urban,pink
urbans be brown,urban,brown
urbans be gray,urban,gray
urbans be grey,urban,grey
urbans be violet,urban,violet
urbans be silver,urban,silver
urbans be gold,urban,gold
urbans be teal,urban,teal
urban areas be cyan,urban,cyan
urban areas be yellow,urban,yellow
urban areas be magenta,urban,magenta
urban areas be green,urban,green
urban areas be blue,urban,blue
urban areas be white,urban,white
urban areas be,urban,None
urban areas be red,urban,red
urban areas be light_blue,urban,light_blue
urban areas be light_green,urban,light_green
urban areas be orange,urban,orange
urban areas be purple,urban,purple
urban areas be pink,urban,pink
urban areas be brown,urban,brown
urban areas be gray,urban,gray
urban areas be grey,urban,grey
urban areas be violet,urban,violet
urban areas be silver,urban,silver
urban areas be gold,urban,gold
urban areas be teal,urban,teal
cities be cyan,urban,cyan
cities be yellow,urban,yellow
cities be magenta,urban,magenta
cities be green,urban,green
cities be blue,urban,blue
cities be white,urban,white
cities be,urban,None
cities be red,urban,red
cities be light_blue,urban,light_blue
cities be light_green,urban,light_green
cities be orange,urban,orange
cities be purple,urban,purple
cities be pink,urban,pink
cities be brown,urban,brown
cities be gray,urban,gray
cities be grey,urban,grey
cities be violet,urban,violet
cities be silver,urban,silver
cities be gold,urban,gold
cities be teal,urban,teal
city areas be cyan,urban,cyan
city areas be yellow,urban,yellow
city areas be magenta,urban,magenta
city areas be green,urban,green
city areas be blue,urban,blue
city areas be white,urban,white
city areas be,urban,None
city areas be red,urban,red
city areas be light_blue,urban,light_blue
city areas be light_green,urban,light_green
city areas be orange,urban,orange
city areas be purple,urban,purple
city areas be pink,urban,pink
city areas be brown,urban,brown
city areas be gray,urban,gray
city areas be grey,urban,grey
city areas be violet,urban,violet
city areas be silver,urban,silver
city areas be gold,urban,gold
city areas be teal,urban,teal
urban regions be cyan,urban,cyan
urban regions be yellow,urban,yellow
urban regions be magenta,urban,magenta
urban regions be green,urban,green
urban regions be blue,urban,blue
urban regions be white,urban,white
urban regions be,urban,None
urban regions be red,urban,red
urban regions be light_blue,urban,light_blue
urban regions be light_green,urban,light_green
urban regions be orange,urban,orange
urban regions be purple,urban,purple
urban regions be pink,urban,pink
urban regions be brown,urban,brown
urban regions be gray,urban,gray
urban regions be grey,urban,grey
urban regions be violet,urban,violet
urban regions be silver,urban,silver
urban regions be gold,urban,gold
urban regions be teal,urban,teal
agriculture be cyan,agriculture,cyan
agriculture be yellow,agriculture,yellow
agriculture be magenta,agriculture,magenta
agriculture be green,agriculture,green
agriculture be blue,agriculture,blue
agriculture be white,agriculture,white
agriculture be,agriculture,None
agriculture be red,agriculture,red
agriculture be light_blue,agriculture,light_blue
agriculture be light_green,agriculture,light_green
agriculture be orange,agriculture,orange
agriculture be purple,agriculture,purple
agriculture be pink,agriculture,pink
agriculture be brown,agriculture,brown
agriculture be gray,agriculture,gray
agriculture be grey,agriculture,grey
agriculture be violet,agriculture,violet
agriculture be silver,agriculture,silver
agriculture be gold,agriculture,gold
agriculture be teal,agriculture,teal
agricultures be cyan,agriculture,cyan
agricultures be yellow,agriculture,yellow
agricultures be magenta,agriculture,magenta
agricultures be green,agriculture,green
agricultures be blue,agriculture,blue
agricultures be white,agriculture,white
agricultures be,agriculture,None
agricultures be red,agriculture,red
agricultures be light_blue,agriculture,light_blue
agricultures be light_green,agriculture,light_green
agricultures be orange,agriculture,orange
agricultures be purple,agriculture,purple
agricultures be pink,agriculture,pink
agricultures be brown,agriculture,brown
agricultures be gray,agriculture,gray
agricultures be grey,agriculture,grey
agricultures be violet,agriculture,violet
agricultures be silver,agriculture,silver
agricultures be gold,agriculture,gold
agricultures be teal,agriculture,teal
farm be cyan,agriculture,cyan
farm be yellow,agriculture,yellow
farm be magenta,agriculture,magenta
farm be green,agriculture,green
farm be blue,agriculture,blue
farm be white,agriculture,white
farm be,agriculture,None
farm be red,agriculture,red
farm be light_blue,agriculture,light_blue
farm be light_green,agriculture,light_green
farm be orange,agriculture,orange
farm be purple,agriculture,purple
farm be pink,agriculture,pink
farm be brown,agriculture,brown
farm be gray,agriculture,gray
farm be grey,agriculture,grey
farm be violet,agriculture,violet
farm be silver,agriculture,silver
farm be gold,agriculture,gold
farm be teal,agriculture,teal
agricultural areas be cyan,agriculture,cyan
agricultural areas be yellow,agriculture,yellow
agricultural areas be magenta,agriculture,magenta
agricultural areas be green,agriculture,green
agricultural areas be blue,agriculture,blue
agricultural areas be white,agriculture,white
agricultural areas be,agriculture,None
agricultural areas be red,agriculture,red
agricultural areas be light_blue,agriculture,light_blue
agricultural areas be light_green,agriculture,light_green
agricultural areas be orange,agriculture,orange
agricultural areas be purple,agriculture,purple
agricultural areas be pink,agriculture,pink
agricultural areas be brown,agriculture,brown
agricultural areas be gray,agriculture,gray
agricultural areas be grey,agriculture,grey
agricultural areas be violet,agriculture,violet
agricultural areas be silver,agriculture,silver
agricultural areas be gold,agriculture,gold
agricultural areas be teal,agriculture,teal
farmland be cyan,agriculture,cyan
farmland be yellow,agriculture,yellow
farmland be magenta,agriculture,magenta
farmland be green,agriculture,green
farmland be blue,agriculture,blue
farmland be white,agriculture,white
farmland be,agriculture,None
farmland be red,agriculture,red
farmland be light_blue,agriculture,light_blue
farmland be light_green,agriculture,light_green
farmland be orange,agriculture,orange
farmland be purple,agriculture,purple
farmland be pink,agriculture,pink
farmland be brown,agriculture,brown
farmland be gray,agriculture,gray
farmland be grey,agriculture,grey
farmland be violet,agriculture,violet
farmland be silver,agriculture,silver
farmland be gold,agriculture,gold
farmland be teal,agriculture,teal
farming areas be cyan,agriculture,cyan
farming areas be yellow,agriculture,yellow
farming areas be magenta,agriculture,magenta
farming areas be green,agriculture,green
farming areas be blue,agriculture,blue
farming areas be white,agriculture,white
farming areas be,agriculture,None
farming areas be red,agriculture,red
farming areas be light_blue,agriculture,light_blue
farming areas be light_green,agriculture,light_green
farming areas be orange,agriculture,orange
farming areas be purple,agriculture,purple
farming areas be pink,agriculture,pink
farming areas be brown,agriculture,brown
farming areas be gray,agriculture,gray
farming areas be grey,agriculture,grey
farming areas be violet,agriculture,violet
farming areas be silver,agriculture,silver
farming areas be gold,agriculture,gold
farming areas be teal,agriculture,teal
crops be cyan,agriculture,cyan
crops be yellow,agriculture,yellow
crops be magenta,agriculture,magenta
crops be green,agriculture,green
crops be blue,agriculture,blue
crops be white,agriculture,white
crops be,agriculture,None
crops be red,agriculture,red
crops be light_blue,agriculture,light_blue
crops be light_green,agriculture,light_green
crops be orange,agriculture,orange
crops be purple,agriculture,purple
crops be pink,agriculture,pink
crops be brown,agriculture,brown
crops be gray,agriculture,gray
crops be grey,agriculture,grey
crops be violet,agriculture,violet
crops be silver,agriculture,silver
crops be gold,agriculture,gold
crops be teal,agriculture,teal
rangeland be cyan,rangeland,cyan
rangeland be yellow,rangeland,yellow
rangeland be magenta,rangeland,magenta
rangeland be green,rangeland,green
rangeland be blue,rangeland,blue
rangeland be white,rangeland,white
rangeland be,rangeland,None
rangeland be red,rangeland,red
rangeland be light_blue,rangeland,light_blue
rangeland be light_green,rangeland,light_green
rangeland be orange,rangeland,orange
rangeland be purple,rangeland,purple
rangeland be pink,rangeland,pink
rangeland be brown,rangeland,brown
rangeland be gray,rangeland,gray
rangeland be grey,rangeland,grey
rangeland be violet,rangeland,violet
rangeland be silver,rangeland,silver
rangeland be gold,rangeland,gold
rangeland be teal,rangeland,teal
grassland be cyan,rangeland,cyan
grassland be yellow,rangeland,yellow
grassland be magenta,rangeland,magenta
grassland be green,rangeland,green
grassland be blue,rangeland,blue
grassland be white,rangeland,white
grassland be,rangeland,None
grassland be red,rangeland,red
grassland be light_blue,rangeland,light_blue
grassland be light_green,rangeland,light_green
grassland be orange,rangeland,orange
grassland be purple,rangeland,purple
grassland be pink,rangeland,pink
grassland be brown,rangeland,brown
grassland be gray,rangeland,gray
grassland be grey,rangeland,grey
grassland be violet,rangeland,violet
grassland be silver,rangeland,silver
grassland be gold,rangeland,gold
grassland be teal,rangeland,teal
pastures be cyan,rangeland,cyan
pastures be yellow,rangeland,yellow
pastures be magenta,rangeland,magenta
pastures be green,rangeland,green
pastures be blue,rangeland,blue
pastures be white,rangeland,white
pastures be,rangeland,None
pastures be red,rangeland,red
pastures be light_blue,rangeland,light_blue
pastures be light_green,rangeland,light_green
pastures be orange,rangeland,orange
pastures be purple,rangeland,purple
pastures be pink,rangeland,pink
pastures be brown,rangeland,brown
pastures be gray,rangeland,gray
pastures be grey,rangeland,grey
pastures be violet,rangeland,violet
pastures be silver,rangeland,silver
pastures be gold,rangeland,gold
pastures be teal,rangeland,teal
grazing areas be cyan,rangeland,cyan
grazing areas be yellow,rangeland,yellow
grazing areas be magenta,rangeland,magenta
grazing areas be green,rangeland,green
grazing areas be blue,rangeland,blue
grazing areas be white,rangeland,white
grazing areas be,rangeland,None
grazing areas be red,rangeland,red
grazing areas be light_blue,rangeland,light_blue
grazing areas be light_green,rangeland,light_green
grazing areas be orange,rangeland,orange
grazing areas be purple,rangeland,purple
grazing areas be pink,rangeland,pink
grazing areas be brown,rangeland,brown
grazing areas be gray,rangeland,gray
grazing areas be grey,rangeland,grey
grazing areas be violet,rangeland,violet
grazing areas be silver,rangeland,silver
grazing areas be gold,rangeland,gold
grazing areas be teal,rangeland,teal
meadows be cyan,rangeland,cyan
meadows be yellow,rangeland,yellow
meadows be magenta,rangeland,magenta
meadows be green,rangeland,green
meadows be blue,rangeland,blue
meadows be white,rangeland,white
meadows be,rangeland,None
meadows be red,rangeland,red
meadows be light_blue,rangeland,light_blue
meadows be light_green,rangeland,light_green
meadows be orange,rangeland,orange
meadows be purple,rangeland,purple
meadows be pink,rangeland,pink
meadows be brown,rangeland,brown
meadows be gray,rangeland,gray
meadows be grey,rangeland,grey
meadows be violet,rangeland,violet
meadows be silver,rangeland,silver
meadows be gold,rangeland,gold
meadows be teal,rangeland,teal
forest be cyan,forest,cyan
forest be yellow,forest,yellow
forest be magenta,forest,magenta
forest be green,forest,green
forest be blue,forest,blue
forest be white,forest,white
forest be,forest,None
forest be red,forest,red
forest be light_blue,forest,light_blue
forest be light_green,forest,light_green
forest be orange,forest,orange
forest be purple,forest,purple
forest be pink,forest,pink
forest be brown,forest,brown
forest be gray,forest,gray
forest be grey,forest,grey
forest be violet,forest,violet
forest be silver,forest,silver
forest be gold,forest,gold
forest be teal,forest,teal
forests be cyan,forest,cyan
forests be yellow,forest,yellow
forests be magenta,forest,magenta
forests be green,forest,green
forests be blue,forest,blue
forests be white,forest,white
forests be,forest,None
forests be red,forest,red
forests be light_blue,forest,light_blue
forests be light_green,forest,light_green
forests be orange,forest,orange
forests be purple,forest,purple
forests be pink,forest,pink
forests be brown,forest,brown
forests be gray,forest,gray
forests be grey,forest,grey
forests be violet,forest,violet
forests be silver,forest,silver
forests be gold,forest,gold
forests be teal,forest,teal
forested areas be cyan,forest,cyan
forested areas be yellow,forest,yellow
forested areas be magenta,forest,magenta
forested areas be green,forest,green
forested areas be blue,forest,blue
forested areas be white,forest,white
forested areas be,forest,None
forested areas be red,forest,red
forested areas be light_blue,forest,light_blue
forested areas be light_green,forest,light_green
forested areas be orange,forest,orange
forested areas be purple,forest,purple
forested areas be pink,forest,pink
forested areas be brown,forest,brown
forested areas be gray,forest,gray
forested areas be grey,forest,grey
forested areas be violet,forest,violet
forested areas be silver,forest,silver
forested areas be gold,forest,gold
forested areas be teal,forest,teal
woodland be cyan,forest,cyan
woodland be yellow,forest,yellow
woodland be magenta,forest,magenta
woodland be green,forest,green
woodland be blue,forest,blue
woodland be white,forest,white
woodland be,forest,None
woodland be red,forest,red
woodland be light_blue,forest,light_blue
woodland be light_green,forest,light_green
woodland be orange,forest,orange
woodland be purple,forest,purple
woodland be pink,forest,pink
woodland be brown,forest,brown
woodland be gray,forest,gray
woodland be grey,forest,grey
woodland be violet,forest,violet
woodland be silver,forest,silver
woodland be gold,forest,gold
woodland be teal,forest,teal
forest regions be cyan,forest,cyan
forest regions be yellow,forest,yellow
forest regions be magenta,forest,magenta
forest regions be green,forest,green
forest regions be blue,forest,blue
forest regions be white,forest,white
forest regions be,forest,None
forest regions be red,forest,red
forest regions be light_blue,forest,light_blue
forest regions be light_green,forest,light_green
forest regions be orange,forest,orange
forest regions be purple,forest,purple
forest regions be pink,forest,pink
forest regions be brown,forest,brown
forest regions be gray,forest,gray
forest regions be grey,forest,grey
forest regions be violet,forest,violet
forest regions be silver,forest,silver
forest regions be gold,forest,gold
forest regions be teal,forest,teal
water be cyan,water,cyan
water be yellow,water,yellow
water be magenta,water,magenta
water be green,water,green
water be blue,water,blue
water be white,water,white
water be,water,None
water be red,water,red
water be light_blue,water,light_blue
water be light_green,water,light_green
water be orange,water,orange
water be purple,water,purple
water be pink,water,pink
water be brown,water,brown
water be gray,water,gray
water be grey,water,grey
water be violet,water,violet
water be silver,water,silver
water be gold,water,gold
water be teal,water,teal
water bodies be cyan,water,cyan
water bodies be yellow,water,yellow
water bodies be magenta,water,magenta
water bodies be green,water,green
water bodies be blue,water,blue
water bodies be white,water,white
water bodies be,water,None
water bodies be red,water,red
water bodies be light_blue,water,light_blue
water bodies be light_green,water,light_green
water bodies be orange,water,orange
water bodies be purple,water,purple
water bodies be pink,water,pink
water bodies be brown,water,brown
water bodies be gray,water,gray
water bodies be grey,water,grey
water bodies be violet,water,violet
water bodies be silver,water,silver
water bodies be gold,water,gold
water bodies be teal,water,teal
lakes be cyan,water,cyan
lakes be yellow,water,yellow
lakes be magenta,water,magenta
lakes be green,water,green
lakes be blue,water,blue
lakes be white,water,white
lakes be,water,None
lakes be red,water,red
lakes be light_blue,water,light_blue
lakes be light_green,water,light_green
lakes be orange,water,orange
lakes be purple,water,purple
lakes be pink,water,pink
lakes be brown,water,brown
lakes be gray,water,gray
lakes be grey,water,grey
lakes be violet,water,violet
lakes be silver,water,silver
lakes be gold,water,gold
lakes be teal,water,teal
rivers be cyan,water,cyan
rivers be yellow,water,yellow
rivers be magenta,water,magenta
rivers be green,water,green
rivers be blue,water,blue
rivers be white,water,white
rivers be,water,None
rivers be red,water,red
rivers be light_blue,water,light_blue
rivers be light_green,water,light_green
rivers be orange,water,orange
rivers be purple,water,purple
rivers be pink,water,pink
rivers be brown,water,brown
rivers be gray,water,gray
rivers be grey,water,grey
rivers be violet,water,violet
rivers be silver,water,silver
rivers be gold,water,gold
rivers be teal,water,teal
water areas be cyan,water,cyan
water areas be yellow,water,yellow
water areas be magenta,water,magenta
water areas be green,water,green
water areas be blue,water,blue
water areas be white,water,white
water areas be,water,None
water areas be red,water,red
water areas be light_blue,water,light_blue
water areas be light_green,water,light_green
water areas be orange,water,orange
water areas be purple,water,purple
water areas be pink,water,pink
water areas be brown,water,brown
water areas be gray,water,gray
water areas be grey,water,grey
water areas be violet,water,violet
water areas be silver,water,silver
water areas be gold,water,gold
water areas be teal,water,teal
barren be cyan,barren,cyan
barren be yellow,barren,yellow
barren be magenta,barren,magenta
barren be green,barren,green
barren be blue,barren,blue
barren be white,barren,white
barren be,barren,None
barren be red,barren,red
barren be light_blue,barren,light_blue
barren be light_green,barren,light_green
barren be orange,barren,orange
barren be purple,barren,purple
barren be pink,barren,pink
barren be brown,barren,brown
barren be gray,barren,gray
barren be grey,barren,grey
barren be violet,barren,violet
barren be silver,barren,silver
barren be gold,barren,gold
barren be teal,barren,teal
desert be cyan,barren,cyan
desert be yellow,barren,yellow
desert be magenta,barren,magenta
desert be green,barren,green
desert be blue,barren,blue
desert be white,barren,white
desert be,barren,None
desert be red,barren,red
desert be light_blue,barren,light_blue
desert be light_green,barren,light_green
desert be orange,barren,orange
desert be purple,barren,purple
desert be pink,barren,pink
desert be brown,barren,brown
desert be gray,barren,gray
desert be grey,barren,grey
desert be violet,barren,violet
desert be silver,barren,silver
desert be gold,barren,gold
desert be teal,barren,teal
arid land be cyan,barren,cyan
arid land be yellow,barren,yellow
arid land be magenta,barren,magenta
arid land be green,barren,green
arid land be blue,barren,blue
arid land be white,barren,white
arid land be,barren,None
arid land be red,barren,red
arid land be light_blue,barren,light_blue
arid land be light_green,barren,light_green
arid land be orange,barren,orange
arid land be purple,barren,purple
arid land be pink,barren,pink
arid land be brown,barren,brown
arid land be gray,barren,gray
arid land be grey,barren,grey
arid land be violet,barren,violet
arid land be silver,barren,silver
arid land be gold,barren,gold
arid land be teal,barren,teal
barren areas be cyan,barren,cyan
barren areas be yellow,barren,yellow
barren areas be magenta,barren,magenta
barren areas be green,barren,green
barren areas be blue,barren,blue
barren areas be white,barren,white
barren areas be,barren,None
barren areas be red,barren,red
barren areas be light_blue,barren,light_blue
barren areas be light_green,barren,light_green
barren areas be orange,barren,orange
barren areas be purple,barren,purple
barren areas be pink,barren,pink
barren areas be brown,barren,brown
barren areas be gray,barren,gray
barren areas be grey,barren,grey
barren areas be violet,barren,violet
barren areas be silver,barren,silver
barren areas be gold,barren,gold
barren areas be teal,barren,teal
wasteland be cyan,barren,cyan
wasteland be yellow,barren,yellow
wasteland be magenta,barren,magenta
wasteland be green,barren,green
wasteland be blue,barren,blue
wasteland be white,barren,white
wasteland be,barren,None
wasteland be red,barren,red
wasteland be light_blue,barren,light_blue
wasteland be light_green,barren,light_green
wasteland be orange,barren,orange
wasteland be purple,barren,purple
wasteland be pink,barren,pink
wasteland be brown,barren,brown
wasteland be gray,barren,gray
wasteland be grey,barren,grey
wasteland be violet,barren,violet
wasteland be silver,barren,silver
wasteland be gold,barren,gold
wasteland be teal,barren,teal
urban is cyan,urban,cyan
urban is yellow,urban,yellow
urban is magenta,urban,magenta
urban is green,urban,green
urban is blue,urban,blue
urban is white,urban,white
urban,urban,None
urban is red,urban,red
urban is light_blue,urban,light_blue
urban is light_green,urban,light_green
urban is orange,urban,orange
urban is purple,urban,purple
urban is pink,urban,pink
urban is brown,urban,brown
urban is gray,urban,gray
urban is grey,urban,grey
urban is violet,urban,violet
urban is silver,urban,silver
urban is gold,urban,gold
urban is teal,urban,teal
urbans is cyan,urban,cyan
urbans is yellow,urban,yellow
urbans is magenta,urban,magenta
urbans is green,urban,green
urbans is blue,urban,blue
urbans is white,urban,white
urbans,urban,None
urbans is red,urban,red
urbans is light_blue,urban,light_blue
urbans is light_green,urban,light_green
urbans is orange,urban,orange
urbans is purple,urban,purple
urbans is pink,urban,pink
urbans is brown,urban,brown
urbans is gray,urban,gray
urbans is grey,urban,grey
urbans is violet,urban,violet
urbans is silver,urban,silver
urbans is gold,urban,gold
urbans is teal,urban,teal
urban areas is cyan,urban,cyan
urban areas is yellow,urban,yellow
urban areas is magenta,urban,magenta
urban areas is green,urban,green
urban areas is blue,urban,blue
urban areas is white,urban,white
urban areas,urban,None
urban areas is red,urban,red
urban areas is light_blue,urban,light_blue
urban areas is light_green,urban,light_green
urban areas is orange,urban,orange
urban areas is purple,urban,purple
urban areas is pink,urban,pink
urban areas is brown,urban,brown
urban areas is gray,urban,gray
urban areas is grey,urban,grey
urban areas is violet,urban,violet
urban areas is silver,urban,silver
urban areas is gold,urban,gold
urban areas is teal,urban,teal
cities is cyan,urban,cyan
cities is yellow,urban,yellow
cities is magenta,urban,magenta
cities is green,urban,green
cities is blue,urban,blue
cities is white,urban,white
cities,urban,None
cities is red,urban,red
cities is light_blue,urban,light_blue
cities is light_green,urban,light_green
cities is orange,urban,orange
cities is purple,urban,purple
cities is pink,urban,pink
cities is brown,urban,brown
cities is gray,urban,gray
cities is grey,urban,grey
cities is violet,urban,violet
cities is silver,urban,silver
cities is gold,urban,gold
cities is teal,urban,teal
city areas is cyan,urban,cyan
city areas is yellow,urban,yellow
city areas is magenta,urban,magenta
city areas is green,urban,green
city areas is blue,urban,blue
city areas is white,urban,white
city areas,urban,None
city areas is red,urban,red
city areas is light_blue,urban,light_blue
city areas is light_green,urban,light_green
city areas is orange,urban,orange
city areas is purple,urban,purple
city areas is pink,urban,pink
city areas is brown,urban,brown
city areas is gray,urban,gray
city areas is grey,urban,grey
city areas is violet,urban,violet
city areas is silver,urban,silver
city areas is gold,urban,gold
city areas is teal,urban,teal
urban regions is cyan,urban,cyan
urban regions is yellow,urban,yellow
urban regions is magenta,urban,magenta
urban regions is green,urban,green
urban regions is blue,urban,blue
urban regions is white,urban,white
urban regions,urban,None
urban regions is red,urban,red
urban regions is light_blue,urban,light_blue
urban regions is light_green,urban,light_green
urban regions is orange,urban,orange
urban regions is purple,urban,purple
urban regions is pink,urban,pink
urban regions is brown,urban,brown
urban regions is gray,urban,gray
urban regions is grey,urban,grey
urban regions is violet,urban,violet
urban regions is silver,urban,silver
urban regions is gold,urban,gold
urban regions is teal,urban,teal
agriculture is cyan,agriculture,cyan
agriculture is yellow,agriculture,yellow
agriculture is magenta,agriculture,magenta
agriculture is green,agriculture,green
agriculture is blue,agriculture,blue
agriculture is white,agriculture,white
agriculture,agriculture,None
agriculture is red,agriculture,red
agriculture is light_blue,agriculture,light_blue
agriculture is light_green,agriculture,light_green
agriculture is orange,agriculture,orange
agriculture is purple,agriculture,purple
agriculture is pink,agriculture,pink
agriculture is brown,agriculture,brown
agriculture is gray,agriculture,gray
agriculture is grey,agriculture,grey
agriculture is violet,agriculture,violet
agriculture is silver,agriculture,silver
agriculture is gold,agriculture,gold
agriculture is teal,agriculture,teal
agricultures is cyan,agriculture,cyan
agricultures is yellow,agriculture,yellow
agricultures is magenta,agriculture,magenta
agricultures is green,agriculture,green
agricultures is blue,agriculture,blue
agricultures is white,agriculture,white
agricultures,agriculture,None
agricultures is red,agriculture,red
agricultures is light_blue,agriculture,light_blue
agricultures is light_green,agriculture,light_green
agricultures is orange,agriculture,orange
agricultures is purple,agriculture,purple
agricultures is pink,agriculture,pink
agricultures is brown,agriculture,brown
agricultures is gray,agriculture,gray
agricultures is grey,agriculture,grey
agricultures is violet,agriculture,violet
agricultures is silver,agriculture,silver
agricultures is gold,agriculture,gold
agricultures is teal,agriculture,teal
farm is cyan,agriculture,cyan
farm is yellow,agriculture,yellow
farm is magenta,agriculture,magenta
farm is green,agriculture,green
